timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715376390828,76821,HTTP Request,200,OK,Thread Group 1-29,text,true,,1154545,118,5,5,https://www.daraz.com.bd/,917,0,403
1715376391929,75996,HTTP Request,200,OK,Thread Group 1-40,text,true,,1154612,118,4,4,https://www.daraz.com.bd/,519,0,388
1715376392329,76263,HTTP Request,200,OK,Thread Group 1-44,text,true,,1154636,118,3,3,https://www.daraz.com.bd/,3396,0,3252
1715376390428,78973,HTTP Request,200,OK,Thread Group 1-25,text,true,,1154600,118,2,2,https://www.daraz.com.bd/,46667,0,46510
1715376389729,84937,HTTP Request,200,OK,Thread Group 1-18,text,true,,1154570,118,1,1,https://www.daraz.com.bd/,1268,0,938
1715376500444,61031,HTTP Request,200,OK,Thread Group 1-4,text,true,,1154673,118,60,60,https://www.daraz.com.bd/,347,0,259
1715376503349,75345,HTTP Request,200,OK,Thread Group 1-39,text,true,,1154613,118,59,59,https://www.daraz.com.bd/,1129,0,808
1715376504509,81271,HTTP Request,200,OK,Thread Group 1-53,text,true,,1154618,118,58,58,https://www.daraz.com.bd/,2080,0,1947
1715376501189,84758,HTTP Request,200,OK,Thread Group 1-13,text,true,,1154572,118,57,57,https://www.daraz.com.bd/,2874,0,2732
1715376501936,84607,HTTP Request,200,OK,Thread Group 1-22,text,true,,1154576,118,56,56,https://www.daraz.com.bd/,1419,0,869
1715376502763,84307,HTTP Request,200,OK,Thread Group 1-32,text,true,,1154598,118,55,55,https://www.daraz.com.bd/,2362,0,1723
1715376504012,84639,HTTP Request,200,OK,Thread Group 1-47,text,true,,1154595,118,54,54,https://www.daraz.com.bd/,659,0,521
1715376500945,88089,HTTP Request,200,OK,Thread Group 1-10,text,true,,1154604,118,53,53,https://www.daraz.com.bd/,508,0,419
1715376502682,87454,HTTP Request,200,OK,Thread Group 1-31,text,true,,1154578,118,52,52,https://www.daraz.com.bd/,2584,0,2451
1715376504757,85488,HTTP Request,200,OK,Thread Group 1-56,text,true,,1154611,118,51,51,https://www.daraz.com.bd/,577,0,432
1715376502184,88767,HTTP Request,200,OK,Thread Group 1-25,text,true,,1154572,118,50,50,https://www.daraz.com.bd/,1155,0,440
1715376502930,89032,HTTP Request,200,OK,Thread Group 1-34,text,true,,1154586,118,49,49,https://www.daraz.com.bd/,849,0,374
1715376502102,90080,HTTP Request,200,OK,Thread Group 1-24,text,true,,1154585,118,48,48,https://www.daraz.com.bd/,3129,0,2523
1715376503764,88531,HTTP Request,200,OK,Thread Group 1-44,text,true,,1154604,118,47,47,https://www.daraz.com.bd/,989,0,861
1715376504924,88905,HTTP Request,200,OK,Thread Group 1-58,text,true,,1154628,118,46,46,https://www.daraz.com.bd/,956,0,812
1715376502598,93642,HTTP Request,200,OK,Thread Group 1-30,text,true,,1154617,118,45,45,https://www.daraz.com.bd/,1371,0,1224
1715376504427,91840,HTTP Request,200,OK,Thread Group 1-52,text,true,,1154630,118,44,44,https://www.daraz.com.bd/,2067,0,1930
1715376501027,96048,HTTP Request,200,OK,Thread Group 1-11,text,true,,1154569,118,43,43,https://www.daraz.com.bd/,3523,0,3451
1715376503515,94782,HTTP Request,200,OK,Thread Group 1-41,text,true,,1154554,118,42,42,https://www.daraz.com.bd/,5647,0,4105
1715376501769,98023,HTTP Request,200,OK,Thread Group 1-20,text,true,,1154611,118,41,41,https://www.daraz.com.bd/,1572,0,1430
1715376503098,96734,HTTP Request,200,OK,Thread Group 1-36,text,true,,1154572,118,40,40,https://www.daraz.com.bd/,661,0,363
1715376503263,96705,HTTP Request,200,OK,Thread Group 1-38,text,true,,1154578,118,39,39,https://www.daraz.com.bd/,1215,0,894
1715376503598,96839,HTTP Request,200,OK,Thread Group 1-42,text,true,,1154618,118,38,38,https://www.daraz.com.bd/,1263,0,1125
1715376504176,96927,HTTP Request,200,OK,Thread Group 1-49,text,true,,1154568,118,37,37,https://www.daraz.com.bd/,1335,0,1207
1715376500778,100429,HTTP Request,200,OK,Thread Group 1-8,text,true,,1154620,118,36,36,https://www.daraz.com.bd/,673,0,405
1715376501610,100412,HTTP Request,200,OK,Thread Group 1-18,text,true,,1154618,118,35,35,https://www.daraz.com.bd/,547,0,414
1715376503182,98867,HTTP Request,200,OK,Thread Group 1-37,text,true,,1154576,118,34,34,https://www.daraz.com.bd/,524,0,392
1715376500525,101924,HTTP Request,200,OK,Thread Group 1-5,text,true,,1154612,118,33,33,https://www.daraz.com.bd/,443,0,304
1715376504260,99252,HTTP Request,200,OK,Thread Group 1-50,text,true,,1154572,118,32,32,https://www.daraz.com.bd/,613,0,474
1715376504591,100696,HTTP Request,200,OK,Thread Group 1-54,text,true,,1154586,118,31,31,https://www.daraz.com.bd/,2338,0,2191
1715376505095,100532,HTTP Request,200,OK,Thread Group 1-60,text,true,,1154595,118,30,30,https://www.daraz.com.bd/,1581,0,1441
1715376502516,103529,HTTP Request,200,OK,Thread Group 1-29,text,true,,1154595,118,29,29,https://www.daraz.com.bd/,797,0,448
1715376503928,102674,HTTP Request,200,OK,Thread Group 1-46,text,true,,1154561,118,28,28,https://www.daraz.com.bd/,1568,0,560
1715376501524,105123,HTTP Request,200,OK,Thread Group 1-17,text,true,,1154595,118,27,27,https://www.daraz.com.bd/,2485,0,2331
1715376504841,101878,HTTP Request,200,OK,Thread Group 1-57,text,true,,1154569,118,26,26,https://www.daraz.com.bd/,5639,0,5501
1715376503428,103895,HTTP Request,200,OK,Thread Group 1-40,text,true,,1154571,118,25,25,https://www.daraz.com.bd/,2338,0,2191
1715376500275,107149,HTTP Request,200,OK,Thread Group 1-2,text,true,,1154587,118,24,24,https://www.daraz.com.bd/,320,0,244
1715376504095,103472,HTTP Request,200,OK,Thread Group 1-48,text,true,,1154569,118,23,23,https://www.daraz.com.bd/,1238,0,527
1715376502847,105400,HTTP Request,200,OK,Thread Group 1-33,text,true,,1154594,118,22,22,https://www.daraz.com.bd/,6237,0,6088
1715376503847,104520,HTTP Request,200,OK,Thread Group 1-45,text,true,,1154585,118,21,21,https://www.daraz.com.bd/,1087,0,950
1715376500698,107756,HTTP Request,200,OK,Thread Group 1-7,text,true,,1154588,118,20,20,https://www.daraz.com.bd/,446,0,311
1715376503680,105422,HTTP Request,200,OK,Thread Group 1-43,text,true,,1154591,118,19,19,https://www.daraz.com.bd/,784,0,443
1715376500858,108632,HTTP Request,200,OK,Thread Group 1-9,text,true,,1154600,118,18,18,https://www.daraz.com.bd/,3130,0,2978
1715376504675,104957,HTTP Request,200,OK,Thread Group 1-55,text,true,,1154574,118,17,17,https://www.daraz.com.bd/,3027,0,2140
1715376504343,106481,HTTP Request,200,OK,Thread Group 1-51,text,true,,1154561,118,16,16,https://www.daraz.com.bd/,1958,0,1806
1715376502020,109452,HTTP Request,200,OK,Thread Group 1-23,text,true,,1154594,118,15,15,https://www.daraz.com.bd/,8919,0,8783
1715376501687,110006,HTTP Request,200,OK,Thread Group 1-19,text,true,,1154608,118,14,14,https://www.daraz.com.bd/,1593,0,1447
1715376502351,109381,HTTP Request,200,OK,Thread Group 1-27,text,true,,1154572,118,13,13,https://www.daraz.com.bd/,786,0,454
1715376500360,111394,HTTP Request,200,OK,Thread Group 1-3,text,true,,1154556,118,12,12,https://www.daraz.com.bd/,293,0,218
1715376501108,111852,HTTP Request,200,OK,Thread Group 1-12,text,true,,1154594,118,11,11,https://www.daraz.com.bd/,498,0,380
1715376501361,111656,HTTP Request,200,OK,Thread Group 1-15,text,true,,1154579,118,10,10,https://www.daraz.com.bd/,454,0,307
1715376502431,111076,HTTP Request,200,OK,Thread Group 1-28,text,true,,1154575,118,9,9,https://www.daraz.com.bd/,541,0,405
1715376502267,112666,HTTP Request,200,OK,Thread Group 1-26,text,true,,1154555,118,8,8,https://www.daraz.com.bd/,601,0,450
1715376501442,117984,HTTP Request,200,OK,Thread Group 1-16,text,true,,1154636,118,7,7,https://www.daraz.com.bd/,1152,0,999
1715376500611,119172,HTTP Request,200,OK,Thread Group 1-6,text,true,,1154587,118,6,6,https://www.daraz.com.bd/,439,0,304
1715376500193,120528,HTTP Request,Non HTTP response code: org.apache.http.TruncatedChunkException,"Non HTTP response message: Truncated chunk (expected size: 917,186; actual size: 601,197)",Thread Group 1-1,text,false,,1300,0,5,5,https://www.daraz.com.bd/,466,0,361
1715376501276,120004,HTTP Request,200,OK,Thread Group 1-14,text,true,,1154568,118,4,4,https://www.daraz.com.bd/,433,0,297
